Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LNBB,"LNB Bancorp, Inc.",18.37,$177.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
LOCM,Local Corporation,0.27,$6.56M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/locm
LOGI,Logitech International S.A.,15.11,$2.49B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",66.58,$1.64B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
LOJN,LoJack Corporation,4.08,$77.3M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn
EVAR,"Lombard Medical, Inc.",4.26,$68.95M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
LOOK,"LookSmart, Ltd.",0.71,$4.1M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/look
LORL,"Loral Space and Communications, Inc.",66.45,$2.05B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LABC,"Louisiana Bancorp, Inc.",22.45,$65.2M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
LOXO,"Loxo Oncology, Inc.",16.02,$267.33M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
LPTN,"Lpath, Inc.",0.307,$5.96M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
LPLA,LPL Financial Holdings Inc.,47.67,$4.58B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,2.24,$74.19M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,9.63,$233.42M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,67.25,$8.85B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LMNS,Lumenis Ltd.,11.73,$422.04M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lmns
LMNX,Luminex Corporation,17.33,$745.6M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,15.24,$346.76M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LUNA,Luna Innovations Incorporated,1.04,$28.05M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,5.75,$130.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",39.6,$2.08B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MCBC,Macatawa Bank Corporation,5.12,$173.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,10.9,$68.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MCUR,MACROCURE LTD.,13.54,$226.24M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur
MGNX,"MacroGenics, Inc.",34.29,$1.03B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
MCBK,"Madison County Financial, Inc.",22.2,$66.44M,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
MAGS,Magal Security Systems Ltd.,4.35,$70.93M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",68.65,$1.88B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MPET,Magellan Petroleum Corporation,0.39,$17.82M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet
MGIC,Magic Software Enterprises Ltd.,6.36,$280.95M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,7.65,$134.67M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MNGA,MagneGas Corporation,1.08,$40.52M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MAG,"Magnetek, Inc.",33.67,$120.02M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mag
MGYR,"Magyar Bancorp, Inc.",10.75,$62.52M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",15.14,$1.11B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MHLDO,"Maiden Holdings, Ltd.",52.61,$173.61M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
MSFG,"MainSource Financial Group, Inc.",21.78,$471.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
COOL,Majesco Entertainment Company,1.39,$9.86M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
MMYT,MakeMyTrip Limited,19.36,$812.87M,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",22,$392.89M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",14.92,$97.85M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",5.68,$81.16M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
MANH,"Manhattan Associates, Inc.",59.34,$4.38B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",4.26,$30.29M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",8.03,$128.59M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",19.71,$52.81M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,5.93,$2.43B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,29.56,$1.11B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",3.16,$44.19M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",4.9,$207.3M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,8.8,$17.6M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",11.2,$159.37M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
MKTX,"MarketAxess Holdings, Inc.",87.3,$3.26B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MKTO,"Marketo, Inc.",29.32,$1.24B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
MRKT,Markit Ltd.,26.81,$5.04B,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt
MRLN,Marlin Business Services Corp.,18.08,$231.85M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
MAR,Marriott International,76.73,$21.1B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",2.08,$50.75M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",22.15,$743.57M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,31.56,$1.12B,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,14.13,$7.31B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,38.8,$2.04B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MTLS,Materialise NV,8.575,$404.29M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,18.91,$505.26M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",26.38,$8.93B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,6.22,$141.59M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,52.86,$1.74B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MFRM,Mattress Firm Holding Corp.,58.29,$2.05B,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
MTSN,"Mattson Technology, Inc.",3.78,$283M,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
MXIM,"Maxim Integrated Products, Inc.",34.08,$9.68B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",6.04,$180.88M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,12.72,$268.87M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,34.8,$2.61B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MBFIP,MB Financial Inc.,26.81,$107.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
MCGC,MCG Capital Corporation,4.7,$174.25M,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
MGRC,McGrath RentCorp,31.62,$826.83M,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,20.67,$1.03B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
MCOX,Mecox Lane Limited,4.08,$53.07M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox
TAXI,Medallion Financial Corp.,9.08,$224.65M,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
MDAS,"MedAssets, Inc.",22.15,$1.34B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
MTBC,"Medical Transcription Billing, Corp.",2.01,$22.13M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
MNOV,"MediciNova, Inc.",4.02,$100.02M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",54.42,$3.01B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
MDVN,"Medivation, Inc.",110.9,$8.73B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
MDWD,MediWound Ltd.,6.88,$146.53M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd
MDVX,Medovex Corp.,3.84,$41.56M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
MDVXW,Medovex Corp.,0.65,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
MEET,"MeetMe, Inc.",1.42,$63.77M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
MEIP,"MEI Pharma, Inc.",1.76,$60.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
MELA,"MELA Sciences, Inc",1.64,$13.31M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela
MPEL,Melco Crown Entertainment Limited,19.75,$10.76B,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
MLNX,"Mellanox Technologies, Ltd.",51.61,$2.37B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",14.75,$41.74M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
MEMP,Memorial Production Partners LP,15.05,$1.26B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
MRD,Memorial Resource Development Corp.,20.19,$3.85B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd
MENT,Mentor Graphics Corporation,26.82,$3.12B,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MTSL,MER Telemanagement Solutions Ltd.,2.94,$22.9M,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",143.515,$6.34B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
MBWM,Mercantile Bank Corporation,20.72,$350.01M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,13.89,$895.4M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
MBVT,"Merchants Bancshares, Inc.",31.71,$200.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
MRCY,Mercury Systems Inc,14.32,$489.72M,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
MRGE,Merge Healthcare Incorporated.,4.2,$414.35M,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
EBSB,"Meridian Bancorp, Inc.",13.08,$718.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,18.45,$769.62M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
MMSI,"Merit Medical Systems, Inc.",21.08,$928.14M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",10.76,$1.18B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MERU,"Meru Networks, Inc.",1.63,$39.58M,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
MSLI,Merus Labs International Inc.,2.57,$262.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
MLAB,"Mesa Laboratories, Inc.",90.31,$323.01M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
CASH,"Meta Financial Group, Inc.",42.63,$295.96M,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MBLX,"Metabolix, Inc.",3.78,$14.23M,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
MEOH,Methanex Corporation,53.61,$4.87B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MEIL,METHES ENERGIES INTERNATIONAL LTD,0.87,$10.01M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil
MEILW,METHES ENERGIES INTERNATIONAL LTD,0.12,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilw
MEILZ,METHES ENERGIES INTERNATIONAL LTD,0.0316,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilz
METR,"Metro Bancorp, Inc",25.72,$364.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
MFRI,"MFRI, Inc.",6.33,$45.87M,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
MGCD,MGC Diagnostics Corporation,5.43,$23.2M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MGEE,MGE Energy Inc.,38.63,$1.34B,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",17.74,$313.55M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi
MCRL,"Micrel, Incorporated",13.87,$788.72M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
MCHP,Microchip Technology Incorporated,47.74,$9.66B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",24.24,$26.22B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MICT,"Micronet Enertec Technologies, Inc.",3.1044,$18.18M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict
MICTW,"Micronet Enertec Technologies, Inc.",0.45,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw
MSCC,Microsemi Corporation,35.71,$3.4B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,45.83,$370.75B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,176.2,$2B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",3.09,$143.97M,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
MPB,Mid Penn Bancorp,16.48,$69.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MCEP,"Mid-Con Energy Partners, LP",5.45,$161.62M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
MBRG,Middleburg Financial Corporation,17.98,$128.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
MBCN,Middlefield Banc Corp.,32.75,$73.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,21.83,$352.38M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
MOFG,"MidWestOne Financial Group, Inc.",31.99,$267.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
MDXG,"MiMedx Group, Inc",10.16,$1.1B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg
MNDO,MIND C.T.I. Ltd.,2.66,$51.06M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
NERV,"Minerva Neurosciences, Inc",5.65,$139.67M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
MRTX,"Mirati Therapeutics, Inc.",30.97,$501.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",10.74,$82.81M,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",4.66,$56.31M,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MITK,"Mitek Systems, Inc.",3.83,$117.69M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,9.185,$1.1B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",38.27,$2.04B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Management, LLC",12.26,$84.5M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac
MINI,"Mobile Mini, Inc.",40.32,$1.85B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",6.88,$536.58M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
MOCO,"MOCON, Inc.",16.06,$92.33M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco
MDSY,ModSys International Ltd.,1.85,$33.11M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdsy
MLNK,"ModusLink Global Solutions, Inc",3.46,$180.85M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
MOKO,Moko Social Media Ltd.,4.06,$61.3M,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moko
MOLG,"MOL Global, Inc.",1.65,$111.38M,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/molg
MNTA,"Momenta Pharmaceuticals, Inc.",22.63,$1.54B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,15.6,$2.95B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
MCRI,"Monarch Casino & Resort, Inc.",20.15,$339.43M,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
MNRK,"Monarch Financial Holdings, Inc.",12.52,$134.79M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
MDLZ,"Mondelez International, Inc.",40.745,$66.28B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",9.83,$522.94M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
MPWR,"Monolithic Power Systems, Inc.",53.62,$2.12B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,24.86,$995.28M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MNRO,"Monro Muffler Brake, Inc.",63.18,$2.01B,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,14.69,$177.49M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,132.18,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
MHGC,Morgans Hotel Group Co.,6.4,$220.49M,2006,n/a,n/a,http://www.nasdaq.com/symbol/mhgc
MORN,"Morningstar, Inc.",79.75,$3.54B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",2.09,$135.12M,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MPAA,"Motorcar Parts of America, Inc.",30.91,$555.15M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
MDM,Mountain Province Diamonds Inc.,4.22,$670.84M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdm
MRVC,"MRV Communications, Inc.",9.45,$65.92M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc
MSBF,MSB Financial Corp.,12.95,$64.89M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
MTSC,MTS Systems Corporation,72.09,$1.07B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
LABL,Multi-Color Corporation,60.19,$1B,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
MFLX,"Multi-Fineline Electronix, Inc.",23.34,$568.24M,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
MVIR,MultiVir Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvir
MFSF,MutualFirst Financial Inc.,22.07,$162.76M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
MYL,Mylan N.V.,72.05,$35.31B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
MYOS,MYOS Corporation,3.76,$11.7M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
